wn,wp,vdd,temp,cl_ff,tech_node,corner,delay_ps,power_mw,freq_ghz,source
4.104,3.767,2.119,-32.53,69.561,14.0,FS,0.0193,957.127,25917.9421,physics
4.971,4.683,0.693,114.07,7.315,1.0,TT,0.0004,1529.6975,1392644.0908,physics
3.873,3.864,3.239,66.57,84.652,1.0,SF,0.0002,262099.0554,2572388.6945,physics
4.364,4.548,1.552,72.65,132.697,0.5,TT,0.0005,36698.4706,1036038.1293,physics
3.309,1.837,1.0,48.65,106.24,5.0,SS,0.0578,99.004,8644.1926,physics
3.81,4.896,1.796,78.65,85.401,1.0,TT,0.0004,36115.2255,1126055.5714,physics
1.328,1.829,1.272,114.67,145.28,14.0,SS,0.4319,28.1643,1157.6342,physics
4.07,2.183,2.645,105.82,4.114,5.0,SS,0.0021,2370.7342,238803.7748,physics
0.612,0.313,2.174,76.04,10.687,28.0,SF,0.1485,19.3834,3367.8254,physics
2.262,2.768,2.612,88.05,28.887,3.0,TT,0.001,13162.8468,521542.8542,physics
4.101,3.698,1.393,58.66,134.834,2.0,TT,0.0032,4452.5306,155669.1998,physics
1.593,0.845,2.349,-3.53,60.8,28.0,FS,0.2505,71.2933,1996.116,physics
4.749,4.417,3.052,63.29,86.013,0.7,SS,0.0003,172045.5844,1832675.974,physics
4.865,4.717,2.38,89.66,64.428,1.0,SF,0.0002,104244.8728,2304221.1423,physics
0.848,1.976,2.612,38.13,170.019,3.0,MC,0.0048,12397.1416,104089.3792,physics
0.824,2.396,0.661,28.09,83.885,0.5,TT,0.0011,1726.6004,443648.4232,physics
2.015,1.387,1.425,-26.95,90.508,2.0,SS,0.006,1636.3521,83949.9951,physics
2.734,4.173,0.644,22.23,121.389,28.0,SS,0.7947,3.458,629.1755,physics
1.038,3.844,2.528,52.21,96.399,2.0,FF,0.0008,41360.8909,620716.1827,physics
4.79,0.224,3.124,118.74,24.346,0.7,TT,0.0013,12264.0277,387544.619,physics
3.515,3.563,1.611,-0.51,65.001,3.0,SF,0.0017,5693.2505,287103.0715,physics
2.395,3.296,1.364,19.34,176.68,0.7,SS,0.0018,9639.171,278770.5502,physics
4.038,3.654,2.633,12.84,41.422,2.0,SF,0.0003,58316.1396,1563027.8762,physics
0.343,4.341,2.576,-37.32,111.109,0.3,FS,0.0003,112507.4515,1428882.3333,physics
3.634,1.582,1.049,-2.05,114.388,5.0,SF,0.026,260.1959,19256.3995,physics
2.807,4.726,1.445,85.95,98.236,0.7,SF,0.0005,24693.865,1071477.6167,physics
0.941,4.006,0.974,78.85,98.175,0.5,MC,0.0011,4632.7795,460062.7561,physics
4.791,2.691,2.849,-27.74,163.781,28.0,SS,0.1955,365.0059,2557.4256,physics
2.132,4.236,1.148,76.68,2.819,0.5,SF,0.0001,15869.8613,9205821.9436,physics
1.941,3.147,2.367,61.73,97.158,0.7,SS,0.0006,52104.029,882696.9371,physics
0.152,2.825,0.533,47.35,55.673,3.0,SS,0.0952,9.0255,5253.8409,physics
2.571,3.535,1.706,115.05,36.674,14.0,FS,0.0335,202.1719,14934.3025,physics
0.847,1.081,1.974,94.51,54.198,1.0,SS,0.0018,6240.3657,279463.113,physics
1.94,2.119,2.082,123.39,45.946,14.0,MC,0.0432,263.5198,11582.4889,physics
4.959,3.302,0.589,26.87,76.057,0.7,SS,0.0021,748.4685,241410.4295,physics
3.227,3.559,0.732,99.48,129.337,2.0,FS,0.0087,429.9143,57198.9813,physics
4.889,4.873,3.005,111.66,46.724,0.3,SF,0.0,640051.8549,11349080.1493,physics
1.443,4.632,2.416,6.26,109.063,28.0,TT,0.0816,425.2628,6129.9302,physics
4.652,1.675,3.192,56.86,150.699,1.0,SS,0.0014,59175.2304,360971.5549,physics
1.58,2.885,2.087,100.16,135.73,0.5,FF,0.0004,88061.0645,1414590.5519,physics
1.993,3.738,2.713,73.74,16.607,2.0,SS,0.0004,25577.5444,1344719.0573,physics
0.597,1.276,0.713,59.85,123.159,0.3,SF,0.0016,2031.8499,316760.9676,physics
4.848,1.733,2.276,89.29,90.659,5.0,FF,0.009,2913.5852,55542.9517,physics
2.819,1.971,1.02,56.67,76.634,0.3,FF,0.0004,11754.276,1339356.9842,physics
4.015,3.609,0.73,-14.55,142.624,7.0,MC,0.0494,83.5498,10120.9507,physics
2.021,1.899,0.756,115.59,89.502,3.0,SS,0.0318,86.0267,15708.6511,physics
0.767,1.059,1.757,51.53,82.201,28.0,SS,0.7554,17.3986,661.9416,physics
1.847,0.601,2.175,13.53,77.662,3.0,SF,0.0075,2556.7233,66227.5951,physics
2.012,0.561,3.023,109.36,195.656,0.3,FS,0.0017,54421.3731,298052.6075,physics
0.948,1.997,0.889,9.69,99.132,14.0,TT,0.1425,28.8121,3509.5279,physics
2.241,2.192,1.856,-27.31,51.088,5.0,MC,0.004,2504.2838,124844.643,physics
3.17,3.03,1.048,-22.35,61.627,1.0,FF,0.0004,9902.5028,1258928.6273,physics
4.227,1.992,2.914,32.64,86.693,0.3,TT,0.0001,284776.694,3467639.0865,physics
1.586,3.076,2.447,39.04,36.35,1.0,FF,0.0001,116043.1021,4418330.8605,physics
1.542,3.521,1.875,55.02,49.242,1.0,FF,0.0002,49765.3268,2466081.528,physics
4.104,2.056,0.819,53.04,118.853,0.5,TT,0.0017,2597.4071,300694.7406,physics
3.447,2.818,3.168,36.17,141.965,0.7,FF,0.0002,332875.3364,2181195.4491,physics
4.177,0.485,2.874,91.18,134.923,7.0,MC,0.0891,660.4928,5614.0513,physics
1.598,1.376,0.932,29.82,76.021,0.7,FS,0.002,1712.7433,243992.8731,physics
2.459,2.094,1.919,111.86,138.65,0.5,SS,0.0015,18466.6812,343498.7962,physics
3.979,1.894,3.007,48.59,127.998,14.0,SS,0.0835,744.1278,5986.8483,physics
3.872,3.339,1.494,66.75,9.815,1.0,FF,0.0001,20037.8565,4188190.536,physics
4.833,2.238,0.53,2.69,102.625,0.5,FS,0.002,810.7548,253138.9782,physics
2.953,2.94,1.748,24.54,154.696,0.3,MC,0.0004,65905.6861,1313674.1435,physics
2.562,1.823,0.569,-22.75,83.779,14.0,SS,0.3036,4.8433,1646.7021,physics
4.177,3.691,1.475,16.61,157.07,0.5,SF,0.0005,38908.0575,1053535.1047,physics
1.82,0.623,2.522,34.65,14.368,28.0,MC,0.0953,61.0826,5246.4338,physics
0.682,4.269,2.314,71.73,33.706,5.0,FS,0.0053,2089.157,93599.4074,physics
0.971,0.927,2.068,118.15,47.139,1.0,MC,0.0011,10028.8793,467163.9601,physics
1.02,3.256,1.71,-35.18,123.207,5.0,SF,0.0071,2684.618,70570.2145,physics
3.01,2.036,2.473,-6.05,150.713,14.0,FS,0.0644,753.7421,7758.9506,physics
0.617,4.379,1.023,13.79,92.053,3.0,MC,0.0111,473.6929,45216.3536,physics
4.33,2.709,2.29,58.5,122.65,0.3,SS,0.0004,91926.0132,1308235.2985,physics
1.818,4.251,2.229,94.27,141.492,3.0,FS,0.0039,9599.5408,127723.9885,physics
3.0,3.41,1.377,-0.64,24.273,2.0,MC,0.0005,6266.4914,955107.3374,physics
0.81,2.034,2.17,54.84,85.185,0.7,MC,0.0004,49123.4943,1162113.9444,physics
2.742,4.608,3.106,-11.42,34.206,3.0,TT,0.0004,63219.5184,1423045.169,physics
1.033,4.234,2.234,102.81,190.417,0.7,TT,0.0009,54630.3354,550329.9622,physics
1.072,2.012,2.072,67.76,82.418,0.7,SF,0.0005,40079.309,1068293.7625,physics
3.585,2.303,0.968,53.29,159.38,5.0,FF,0.0279,284.0287,17949.9779,physics
0.28,1.24,1.308,88.82,113.564,0.7,FS,0.0048,2065.6464,104071.6497,physics
2.613,2.928,1.25,49.61,198.188,0.5,SS,0.0021,7816.6314,241537.1957,physics
3.829,2.291,1.112,30.15,147.462,5.0,FF,0.0203,478.2755,24585.198,physics
4.389,0.306,1.236,102.26,18.31,14.0,TT,0.2547,7.7593,1962.8723,physics
1.144,3.727,2.43,102.07,122.442,1.0,TT,0.0006,61371.8114,797702.7533,physics
3.127,3.957,2.778,92.9,114.445,0.5,FF,0.0001,324590.4163,3341813.8492,physics
3.033,0.967,3.241,8.28,114.974,0.5,MC,0.0004,157548.1954,1235282.1689,physics
4.098,0.808,2.6,27.91,12.798,3.0,MC,0.0012,5882.4688,420306.0968,physics
0.739,4.35,1.199,77.38,165.868,1.0,SF,0.0026,4860.6742,194239.6173,physics
0.814,3.217,2.258,21.9,16.028,14.0,SF,0.0077,750.4275,65346.4213,physics
2.636,1.499,3.122,20.9,190.101,2.0,FS,0.0033,28956.486,150985.018,physics
0.132,3.905,2.552,80.6,92.231,2.0,SS,0.0161,1994.4095,31015.301,physics
4.003,2.079,3.211,96.1,99.448,2.0,FF,0.001,53751.8712,477195.8717,physics
1.768,2.953,2.085,40.08,69.404,28.0,SS,0.1766,94.7905,2831.3714,physics
0.606,3.952,1.787,-19.5,171.673,0.7,SF,0.0009,31408.8832,549423.1548,physics
0.123,4.796,1.066,73.62,27.251,3.0,TT,0.0225,88.7436,22200.1788,physics
4.387,4.401,0.761,19.47,17.402,7.0,SS,0.0158,57.779,31609.646,physics
2.054,1.632,2.458,-1.37,131.442,14.0,SS,0.0995,417.2132,5026.4961,physics
1.161,0.528,2.162,45.71,89.568,28.0,MC,0.716,30.1262,698.3606,physics
1.797,0.735,2.909,74.52,96.062,5.0,SF,0.0176,2406.5013,28397.6118,physics
0.556,4.059,0.789,20.65,60.552,1.0,TT,0.0019,1135.5454,268295.5701,physics
3.251,3.434,0.692,52.94,122.454,7.0,SF,0.0542,58.9077,9233.5763,physics
1.834,1.183,2.595,111.78,123.599,0.7,TT,0.0012,35885.9676,414839.1402,physics
0.543,0.637,2.607,57.28,77.422,1.0,FF,0.001,27255.2403,505552.3887,physics
3.98,1.352,2.305,0.95,120.599,0.3,FF,0.0002,151398.0639,2205696.4852,physics
3.921,3.499,2.874,68.64,61.028,0.5,FS,0.0001,206093.1317,3418673.2512,physics
2.606,3.777,1.328,-31.0,179.685,5.0,SF,0.0112,1493.0565,44564.9443,physics
2.003,1.319,2.287,-28.28,177.856,28.0,FF,0.2332,205.4736,2144.2559,physics
4.678,0.79,2.91,53.78,73.717,7.0,SF,0.0257,1361.0858,19475.8615,physics
4.778,3.886,0.547,-28.86,53.175,28.0,SS,0.3828,2.6236,1306.0543,physics
4.75,2.08,1.302,77.58,153.655,1.0,MC,0.0035,4043.7223,144866.6649,physics
2.083,3.257,2.005,-14.81,17.636,14.0,FS,0.0086,612.5718,58069.4127,physics
4.614,4.875,0.935,13.91,117.701,14.0,FF,0.0482,120.6825,10379.9654,physics
3.53,3.69,2.87,-30.45,18.156,1.0,SS,0.0001,144901.2727,5905143.6391,physics
2.332,3.103,1.366,82.38,148.391,14.0,SS,0.2175,67.42,2299.1925,physics
3.575,3.552,0.959,117.25,105.078,3.0,TT,0.0096,557.8647,52039.3945,physics
1.935,3.786,2.946,80.93,24.493,28.0,FF,0.0186,786.8708,26893.8929,physics
4.059,1.469,0.679,77.53,115.754,14.0,SF,0.3513,8.1804,1423.3092,physics
2.341,1.897,1.899,53.54,74.17,3.0,SS,0.007,2089.785,71543.5971,physics
4.484,3.419,0.823,82.23,1.511,28.0,TT,0.063,7.6591,7937.5022,physics
0.344,1.915,3.077,-10.47,192.108,28.0,FS,0.4412,210.0192,1133.199,physics
4.039,3.613,2.336,-2.95,50.404,2.0,FF,0.0003,52152.0971,1523416.4511,physics
4.151,2.922,0.834,71.1,11.482,5.0,FS,0.0069,116.1288,72972.4128,physics
4.909,4.777,0.693,36.74,57.179,3.0,FF,0.0029,603.6703,172694.2191,physics
0.542,2.365,1.533,8.11,157.117,0.3,TT,0.0007,26280.1154,691131.4027,physics
2.384,3.02,1.881,87.48,39.889,0.5,TT,0.0002,45833.3282,2665587.4897,physics
0.855,4.672,0.567,49.35,127.552,28.0,FF,0.717,3.0591,697.3082,physics
0.127,3.338,2.877,79.99,21.686,0.5,TT,0.0005,23828.7673,1055706.306,physics
2.169,4.812,3.223,-16.51,56.685,28.0,TT,0.0234,1505.0092,21326.9596,physics
4.499,2.671,2.462,21.46,194.936,14.0,FS,0.0744,840.7289,6717.0874,physics
0.586,0.798,2.796,-27.65,113.996,1.0,MC,0.0011,41885.0984,460978.9621,physics
4.825,1.298,1.231,11.98,160.363,2.0,FF,0.0063,2041.7228,79148.9487,physics
2.329,1.283,3.142,-17.54,154.259,14.0,TT,0.0587,1347.1017,8524.175,physics
0.636,2.33,1.379,-20.08,72.299,5.0,SF,0.0099,737.7491,50332.3179,physics
1.625,1.435,0.836,-13.99,137.525,0.3,SS,0.0019,2624.3302,263587.7751,physics
1.169,4.304,0.915,77.34,193.712,1.0,FS,0.0036,2351.5666,138682.8781,physics
0.359,1.599,2.796,-11.31,190.467,0.7,FS,0.0013,58571.8689,386954.2767,physics
3.771,1.362,1.794,92.64,28.819,28.0,SS,0.2955,20.1952,1691.7672,physics
4.172,4.915,0.866,95.91,75.076,14.0,FS,0.093,36.1868,5378.1152,physics
2.98,4.6,0.71,124.53,40.352,0.7,TT,0.0006,2045.6967,771994.9572,physics
0.569,4.259,2.765,-19.78,188.514,28.0,TT,0.2453,305.8531,2038.0541,physics
4.63,2.251,2.528,41.86,77.163,1.0,TT,0.0004,64095.0965,1136448.7876,physics
1.847,4.555,1.27,33.59,30.578,0.3,FS,0.0001,31900.1891,4836401.8446,physics
3.131,3.289,1.897,105.66,96.327,14.0,FF,0.0376,509.8158,13280.8752,physics
1.989,2.183,2.299,91.54,50.58,0.5,SS,0.0004,39525.245,1305029.1022,physics
4.948,3.942,1.506,49.85,97.451,0.3,FS,0.0003,42734.8122,1685702.6912,physics
1.689,1.462,0.573,58.52,6.831,3.0,SS,0.0053,36.5918,93586.5302,physics
4.066,2.438,1.501,56.36,47.32,7.0,SS,0.0317,205.6525,15792.0825,physics
1.33,1.32,1.994,90.55,147.675,5.0,FS,0.0381,793.5987,13136.0088,physics
4.251,4.017,1.493,98.47,169.199,7.0,TT,0.0428,475.6492,11690.9891,physics
3.011,4.06,2.453,110.81,6.613,2.0,FS,0.0002,23379.853,2157722.004,physics
2.87,2.881,1.027,123.02,176.444,0.7,FS,0.0031,3208.9116,163824.3617,physics
1.628,2.529,0.753,-1.62,44.543,0.5,SF,0.0004,3910.0663,1345769.2042,physics
0.123,4.602,1.064,-18.47,143.671,2.0,SS,0.0533,160.762,9386.5158,physics
0.227,2.995,3.068,87.77,169.45,2.0,SS,0.0133,6194.8686,37685.3574,physics
1.943,4.718,1.608,-23.33,61.051,7.0,TT,0.007,1328.8878,71595.251,physics
3.694,2.269,2.29,40.39,64.139,0.5,MC,0.0003,73202.7073,1892806.6544,physics
4.461,3.126,1.499,69.81,163.076,1.0,FF,0.0011,18695.5594,474622.7643,physics
3.702,1.578,0.998,-39.7,140.7,0.3,SF,0.0006,11739.4166,789936.7762,physics
4.272,3.889,2.089,-9.96,64.325,0.3,TT,0.0001,225300.1808,6663742.8983,physics
3.241,0.655,1.889,14.64,16.484,2.0,FF,0.001,4164.4705,512723.3575,physics
0.939,4.444,0.748,76.98,128.181,2.0,SF,0.0071,540.7683,70623.0292,physics
0.176,1.167,2.441,17.83,157.617,28.0,SS,1.5554,30.6053,321.4663,physics
2.003,3.703,3.213,105.95,99.123,1.0,FF,0.0002,256165.0741,2290860.2814,physics
2.785,0.642,1.843,102.57,130.543,5.0,TT,0.0691,334.5411,7238.5448,physics
2.322,4.026,0.594,-36.69,52.964,14.0,SS,0.0841,13.2607,5947.3227,physics
1.788,4.456,0.951,-27.62,188.425,14.0,FF,0.0612,146.7316,8173.9318,physics
3.019,3.126,1.852,-34.89,188.546,7.0,FS,0.0261,1306.0054,19187.3851,physics
4.462,0.912,0.784,-6.08,38.807,0.5,MC,0.0011,1284.9747,440425.4075,physics
4.637,2.77,2.35,9.07,20.087,1.0,FS,0.0001,60708.6366,3432849.8795,physics
2.802,2.531,0.653,-39.37,18.438,0.3,SF,0.0001,5263.315,4566241.8845,physics
1.094,0.275,0.978,8.15,17.305,14.0,FF,0.1162,8.0313,4303.5823,physics
3.95,2.434,3.006,3.73,128.731,1.0,TT,0.0004,149981.0876,1193950.7056,physics
1.931,2.0,1.022,-32.64,88.508,3.0,TT,0.0063,786.2267,79367.5309,physics
4.205,2.887,0.923,74.92,20.244,2.0,FS,0.0017,774.4429,287016.6686,physics
2.14,3.819,1.137,-29.94,78.034,0.5,SF,0.0002,23979.2725,2116557.4033,physics
4.832,3.482,3.122,54.5,47.893,3.0,SS,0.0014,21216.1432,355146.9563,physics
2.047,4.292,0.597,54.25,103.847,0.3,MC,0.0006,3434.9429,844948.9539,physics
4.916,0.865,3.158,34.09,189.863,7.0,TT,0.0543,1828.7376,9206.2833,physics
4.065,0.762,1.685,123.07,87.643,7.0,FS,0.1285,105.3991,3890.3762,physics
1.378,4.567,3.06,-28.94,78.232,1.0,FS,0.0002,255953.6193,3112897.7305,physics
1.711,1.49,1.783,104.12,157.524,0.3,FS,0.0011,23863.5613,461415.929,physics
2.67,2.185,1.66,-15.55,117.999,14.0,SS,0.116,149.4171,4309.4905,physics
2.866,0.64,1.301,48.38,69.43,1.0,FF,0.0023,2756.6994,216926.4364,physics
1.989,2.505,2.205,-33.82,55.807,7.0,FS,0.008,1923.1039,62734.8732,physics
3.09,3.514,0.609,106.78,66.967,5.0,SS,0.0432,33.3443,11584.4398,physics
3.759,4.616,3.012,-36.66,163.66,3.0,FF,0.0008,96422.3423,599946.5893,physics
1.488,2.534,2.449,-23.79,173.911,7.0,FF,0.0118,4576.6793,42301.4492,physics
4.874,2.299,2.812,4.45,83.938,14.0,TT,0.0256,1476.9953,19559.5911,physics
2.276,4.58,1.64,39.94,103.784,2.0,SS,0.0025,6157.8142,199377.4978,physics
2.635,0.921,1.371,43.62,27.994,0.5,FS,0.0007,4692.9253,740332.1156,physics
0.261,1.085,2.832,98.1,50.649,0.7,SS,0.0011,19110.0199,451120.7831,physics
4.6,3.567,1.267,95.88,101.52,14.0,MC,0.0928,99.2068,5388.8811,physics
0.269,1.956,2.163,-10.7,174.226,0.3,FS,0.001,41245.4532,495796.4045,physics
1.827,0.943,3.005,83.58,138.081,3.0,SS,0.0145,4452.7052,34592.6673,physics
2.006,0.94,2.102,119.21,171.565,5.0,MC,0.0479,812.6897,10432.2219,physics
1.129,3.31,1.937,102.66,193.461,28.0,SF,0.3198,117.6737,1563.3594,physics
4.568,3.29,2.183,-38.6,51.226,3.0,MC,0.0011,14444.0019,474413.1137,physics
4.839,3.267,1.687,22.12,70.393,3.0,TT,0.0026,4595.7274,193495.3389,physics
2.397,3.434,2.808,25.53,21.36,0.5,MC,0.0,299725.8771,12359384.3703,physics
4.836,4.221,2.072,57.97,57.253,14.0,SF,0.0177,870.7277,28228.6399,physics
0.432,4.944,2.294,102.15,52.968,3.0,TT,0.0046,3496.9484,107820.8936,physics
0.852,3.863,3.019,92.9,160.67,0.3,SF,0.0002,342936.7946,2236076.3451,physics
3.343,3.452,2.52,68.14,199.496,3.0,SF,0.0036,18617.9008,139312.3666,physics
2.094,3.723,2.132,124.13,163.387,2.0,MC,0.0029,13513.6136,172088.6386,physics
3.601,3.479,2.287,38.5,188.193,2.0,FS,0.0024,21541.7482,206340.2356,physics
1.585,0.974,2.341,52.11,59.463,0.7,TT,0.0006,26833.1463,770021.5253,physics
3.736,3.667,2.065,110.58,189.438,2.0,MC,0.0028,15608.0657,181768.9956,physics
0.556,1.873,2.584,10.67,157.83,2.0,FF,0.0018,29249.3028,270833.1958,physics
1.392,1.576,2.883,37.64,173.412,0.3,FS,0.0004,178243.403,1203453.6069,physics
4.728,0.495,2.99,42.58,173.632,1.0,FS,0.0039,20684.202,127089.3964,physics
1.576,0.412,2.892,-17.33,40.859,1.0,FS,0.0009,21123.2436,573184.8587,physics
4.477,4.935,0.901,102.3,36.891,14.0,SF,0.0365,57.9618,13715.3369,physics
1.743,4.935,1.378,-30.43,90.959,5.0,TT,0.0054,1795.9761,92981.2253,physics
2.932,0.918,2.699,88.66,26.752,1.0,MC,0.0005,24934.4978,1038628.8717,physics
2.216,2.231,1.837,-39.23,107.223,2.0,SS,0.0027,7051.1355,182665.4487,physics
4.473,3.821,1.987,-37.04,1.821,5.0,TT,0.0006,5212.069,869292.1724,physics
3.504,1.82,0.861,23.29,118.145,7.0,SS,0.1384,33.9388,3612.6898,physics
4.14,1.596,1.314,80.09,119.678,2.0,SF,0.0063,1756.0665,78890.7426,physics
4.453,4.978,1.46,108.73,72.491,5.0,TT,0.0085,1104.025,59065.1301,physics
4.747,4.603,1.629,-2.31,145.707,7.0,TT,0.0177,1204.3366,28228.6634,physics
3.702,3.01,0.973,20.49,130.458,28.0,SF,0.3769,17.7423,1326.543,physics
4.398,1.391,1.997,-31.98,198.941,14.0,MC,0.1376,301.7864,3633.4385,physics
4.2,0.384,0.824,33.31,25.595,3.0,SF,0.017,65.7844,29376.1096,physics
3.545,1.147,2.42,-38.46,84.753,14.0,MC,0.0428,631.9972,11690.0861,physics
2.659,3.171,2.462,29.11,179.826,0.5,MC,0.0003,176658.5044,1540245.608,physics
3.134,1.521,2.697,42.13,122.191,3.0,FS,0.0057,8283.3866,87807.6165,physics
4.869,1.886,1.647,-13.54,110.08,5.0,MC,0.0136,1202.0142,36632.1129,physics
4.674,1.753,0.508,70.82,181.469,0.3,MC,0.0031,808.8125,163385.5898,physics
2.531,4.755,2.683,-27.62,144.992,3.0,MC,0.0012,48957.696,433929.8788,physics
1.248,4.945,1.329,36.61,20.862,7.0,SS,0.0121,224.3523,41185.478,physics
4.279,1.897,2.395,30.29,24.064,28.0,SS,0.0942,103.6133,5310.3007,physics
4.278,3.367,0.977,18.99,88.105,0.3,FF,0.0002,21167.2528,2208189.1213,physics
4.407,0.601,2.782,-9.83,80.755,0.7,FF,0.0006,59051.0137,858969.4864,physics
4.198,3.496,1.839,29.59,177.339,7.0,SS,0.045,713.3057,11116.2798,physics
0.767,3.673,3.248,99.32,21.639,0.3,SF,0.0,382187.0285,12581888.0954,physics
4.035,3.44,1.008,22.66,72.361,28.0,MC,0.261,16.4268,1915.3836,physics
4.414,3.677,2.997,39.71,98.136,1.0,SF,0.0002,218793.0432,2191071.4583,physics
0.344,1.419,1.38,76.25,135.908,0.3,MC,0.0016,8178.1421,309504.3657,physics
2.877,4.893,2.376,15.82,105.098,0.3,SS,0.0001,231965.6641,3493446.5606,physics
2.232,3.674,1.849,69.51,128.639,7.0,FS,0.0267,884.8122,18732.9954,physics
4.473,3.123,0.533,114.17,101.608,0.7,SF,0.0022,731.0779,226038.423,physics
4.363,0.513,1.877,-0.25,194.059,28.0,FS,1.8357,19.3762,272.3754,physics
1.207,3.27,1.629,-1.23,92.36,0.3,SF,0.0001,88739.5389,3358361.6484,physics
0.55,2.568,1.385,121.81,149.303,28.0,SS,1.803,8.2097,277.3227,physics
2.089,0.324,2.037,96.27,158.565,0.3,MC,0.0041,8269.8826,122684.1743,physics
1.606,2.615,1.079,70.79,190.121,2.0,SS,0.0141,811.1474,35380.2413,physics
4.105,4.245,1.43,86.62,120.39,2.0,MC,0.0031,4377.6129,159941.7161,physics
2.328,0.623,2.345,-39.64,71.673,3.0,FS,0.0064,3307.8856,78706.4721,physics
2.667,3.555,0.628,-12.91,28.949,1.0,SS,0.0008,917.5774,596944.4485,physics
1.361,1.1,0.838,100.61,43.902,5.0,MC,0.0303,55.5206,16516.6958,physics
1.769,3.822,0.63,64.48,134.756,14.0,SF,0.1585,17.9953,3153.7205,physics
2.352,3.008,1.912,119.04,1.863,28.0,FS,0.0272,70.4419,18350.8177,physics
4.684,4.218,1.852,43.87,184.311,7.0,MC,0.0299,1139.2572,16720.0766,physics
2.943,3.693,0.859,23.92,120.509,2.0,FS,0.0048,1012.7634,104611.5852,physics
4.421,2.181,2.205,74.27,50.4,1.0,FF,0.0003,49357.9813,1663164.8528,physics
4.856,2.346,0.873,28.1,140.303,0.5,FF,0.0009,6098.7772,526783.5317,physics
4.234,2.807,1.379,81.58,111.163,5.0,TT,0.0199,585.9279,25150.5449,physics
1.143,3.615,2.423,112.0,27.402,7.0,FS,0.0062,1665.2537,80881.2847,physics
2.767,3.239,2.489,85.53,112.894,0.3,FS,0.0002,180003.2825,2370492.147,physics
4.72,3.594,2.388,107.49,107.247,1.0,SS,0.0009,38421.5355,558468.7292,physics
2.671,0.273,0.907,70.59,40.781,7.0,FF,0.1524,12.2853,3280.3488,physics
3.455,0.86,0.674,89.42,41.596,0.5,SS,0.0036,302.2932,137064.6776,physics
1.87,2.345,2.225,71.46,112.815,5.0,MC,0.0111,2664.0704,44991.291,physics
3.278,2.036,1.931,91.48,139.53,28.0,SF,0.352,78.4474,1420.623,physics
2.011,4.79,3.232,11.59,110.873,28.0,MC,0.0557,1142.388,8976.5282,physics
1.347,3.16,2.687,103.57,166.167,2.0,FS,0.0025,25503.6409,203677.6449,physics
2.787,3.076,2.673,119.11,59.541,7.0,MC,0.0094,2616.2322,53076.1936,physics
0.483,4.818,2.558,-20.31,9.086,3.0,FS,0.0007,8575.6841,743464.4723,physics
1.409,0.931,2.869,-39.07,93.8,7.0,SS,0.0306,1313.9554,16360.6264,physics
0.87,1.715,0.642,113.84,123.506,3.0,SF,0.0269,97.9243,18609.1332,physics
3.975,2.818,0.704,76.77,105.554,7.0,FS,0.0916,31.5048,5456.368,physics
0.453,2.6,1.665,48.61,19.297,5.0,TT,0.0058,579.0371,86250.8055,physics
3.357,1.756,1.322,116.8,124.038,0.7,FS,0.0027,4271.9979,184791.9408,physics
4.14,4.908,0.525,70.37,89.688,0.3,FS,0.0007,2048.8198,712907.6445,physics
1.31,0.343,2.98,22.93,159.445,14.0,SF,0.2533,284.183,1974.0552,physics
1.372,3.661,0.569,45.28,154.328,0.5,FS,0.002,1323.1323,251588.1983,physics
2.294,0.363,3.015,-8.24,103.265,14.0,TT,0.155,315.2748,3224.9132,physics
4.862,3.901,1.993,63.44,42.946,5.0,MC,0.004,2804.6094,123729.476,physics
2.19,0.654,2.006,75.95,195.269,1.0,MC,0.0045,9016.8216,112120.0639,physics
4.106,0.5,2.421,-36.08,143.657,28.0,SS,1.0787,41.0466,463.5355,physics
0.477,1.013,1.205,-28.38,164.502,3.0,SF,0.0159,760.3333,31373.6975,physics
2.014,3.207,1.712,-37.21,134.986,0.5,SS,0.0005,38903.0317,925612.0486,physics
3.25,3.149,2.617,56.63,140.476,14.0,FF,0.0289,1787.5967,17309.9842,physics
4.649,0.665,2.703,9.72,18.215,0.7,SF,0.0002,43097.0126,2202798.9232,physics
2.048,3.355,1.827,48.02,28.14,1.0,FS,0.0002,25025.728,2034758.3935,physics
1.559,3.225,1.335,106.35,193.108,2.0,SS,0.0109,1634.7209,45675.1994,physics
2.821,2.842,0.845,-39.17,119.734,0.5,FS,0.0009,5340.8922,580475.5019,physics
4.741,1.628,2.595,109.09,69.426,1.0,MC,0.0007,38650.2,720240.6616,physics
4.275,0.841,1.015,61.79,51.296,14.0,TT,0.2189,14.0135,2284.5699,physics
3.394,2.901,0.652,83.92,198.025,0.5,SF,0.0023,1930.8012,218185.7796,physics
3.266,0.505,2.381,1.36,40.286,0.3,SF,0.0003,50686.567,1928436.8155,physics
4.764,1.882,2.38,-1.3,57.742,14.0,TT,0.0272,711.5941,18352.4963,physics
1.671,2.336,2.226,10.44,117.25,0.3,FS,0.0002,125829.2077,2052753.9434,physics
1.899,1.684,1.699,-39.2,49.989,5.0,MC,0.0055,1450.9912,90143.3856,physics
3.73,2.265,2.852,-17.84,146.862,0.7,SF,0.0003,204538.1453,1606565.6056,physics
2.293,3.908,1.864,-22.04,129.465,14.0,FF,0.0229,1056.0066,21793.8043,physics
4.311,0.829,2.008,3.43,177.381,14.0,MC,0.2173,172.2786,2301.3186,physics
