wn,wp,vdd,temp,cl_ff,tech_node,corner,delay_ps,power_mw,freq_ghz,source
1.947,4.473,0.624,111.32,76.122,1.0,SS,0.0027,630.7311,187336.6845,physics
0.769,4.322,0.401,123.82,79.219,0.5,TT,0.003,237.8221,169176.0068,physics
4.194,3.817,1.038,36.4,144.1,5.0,SF,0.017,498.5167,29468.6393,physics
1.971,1.264,0.548,-14.4,38.508,0.5,MC,0.0009,765.0603,582699.6759,physics
0.277,3.352,1.019,114.48,177.919,14.0,TT,0.9083,10.5036,550.4539,physics
0.448,3.031,0.746,70.88,174.57,5.0,TT,0.1155,43.4024,4328.5147,physics
2.083,1.287,1.017,102.52,12.232,28.0,FS,0.2218,4.1188,2254.6267,physics
1.263,4.595,0.817,55.28,154.735,3.0,FF,0.0082,671.1499,61244.7807,physics
1.593,0.845,0.863,-3.53,60.8,5.0,SS,0.0632,38.1666,7917.0877,physics
4.749,4.417,0.742,63.29,86.013,0.5,SF,0.0006,4737.5605,853803.9781,physics
4.865,4.717,1.471,89.66,64.428,28.0,SF,0.1235,69.9539,4047.714,physics
0.848,1.976,0.777,38.13,170.019,1.0,FF,0.0028,1903.4127,180601.824,physics
4.052,4.586,0.987,119.68,111.9,7.0,TT,0.0425,144.3553,11777.4254,physics
1.305,1.136,0.723,112.17,169.58,1.0,SS,0.0183,248.3397,27380.1806,physics
3.656,1.074,0.465,71.16,120.981,0.5,SS,0.0104,133.9605,48174.7617,physics
4.047,3.0,0.869,-4.19,42.569,5.0,FF,0.0057,357.9285,87895.9257,physics
4.79,0.224,1.015,118.74,24.346,3.0,SF,0.0337,49.5987,14847.3565,physics
3.515,3.563,0.718,-0.51,65.001,5.0,FF,0.0084,234.9373,59644.6916,physics
2.395,3.296,0.554,19.34,176.68,1.0,SF,0.0028,1002.015,175667.1924,physics
4.038,3.654,1.107,12.84,41.422,14.0,FF,0.0218,150.9659,22890.9206,physics
0.343,4.341,0.771,-37.32,111.109,1.0,FS,0.0047,747.9139,106035.1253,physics
3.634,1.582,0.434,-2.05,114.388,0.3,TT,0.0018,646.7169,279614.9395,physics
2.807,4.726,0.495,85.95,98.236,0.7,MC,0.0018,771.3061,285197.7447,physics
2.369,3.704,0.501,-16.91,109.763,0.7,TT,0.0013,1118.9811,372907.0803,physics
4.953,4.793,0.575,98.45,15.792,0.5,MC,0.0003,1719.9091,1651585.0251,physics
3.85,2.15,1.643,-1.81,141.727,28.0,SS,0.5665,36.0741,882.6872,physics
2.588,1.96,0.84,70.01,123.687,5.0,SF,0.0398,116.228,12572.6992,physics
0.197,2.731,0.527,-37.24,144.716,0.7,FS,0.0115,180.66,43530.2047,physics
0.204,4.094,0.871,93.02,182.045,3.0,SS,0.1656,43.2863,3019.3881,physics
2.679,1.319,1.022,1.65,71.534,14.0,SF,0.1128,36.1061,4433.1772,physics
1.94,2.119,0.989,123.39,45.946,14.0,MC,0.097,26.4704,5156.0517,physics
3.31,4.312,1.106,-24.57,76.474,14.0,FS,0.0454,119.6365,11019.3047,physics
0.394,0.196,0.424,42.48,87.348,0.7,FF,0.02,39.5901,24940.2288,physics
4.889,4.873,0.735,111.66,46.724,0.3,MC,0.0003,5875.386,1741390.5554,physics
2.44,0.376,0.382,112.72,179.963,0.3,FS,0.0265,50.7885,18864.305,physics
0.995,4.275,0.816,-5.82,29.694,28.0,MC,0.1495,8.5037,3344.4367,physics
4.653,1.601,0.682,53.5,170.039,1.0,MC,0.0057,736.1859,87874.7976,physics
1.739,3.815,0.41,123.1,145.109,0.5,FS,0.0035,371.6036,143491.274,physics
0.382,2.27,0.819,16.2,154.032,2.0,FS,0.0201,264.4693,24906.4281,physics
4.848,1.733,0.717,89.29,90.659,1.0,TT,0.0038,692.3412,132992.6499,physics
2.819,1.971,0.493,56.67,76.634,2.0,FS,0.0117,87.3473,42604.5785,physics
4.015,3.609,0.545,-14.55,142.624,3.0,MC,0.0143,160.3376,34846.9046,physics
3.73,1.686,0.714,-39.14,62.345,7.0,FF,0.0275,65.894,18186.4602,physics
0.619,0.573,0.737,51.9,102.976,3.0,SS,0.0906,31.4531,5520.345,physics
0.557,2.838,1.397,89.43,172.88,28.0,SS,1.7941,9.7003,278.6869,physics
2.139,3.929,0.899,52.32,198.553,3.0,TT,0.0126,667.82,39663.0274,physics
2.663,3.474,0.423,4.37,54.413,0.3,TT,0.0005,1269.528,1103404.6329,physics
0.936,1.488,0.83,89.14,72.864,14.0,TT,0.2194,12.0519,2278.8023,physics
3.018,1.098,0.396,10.27,189.816,0.7,FF,0.0073,212.3453,68929.1941,physics
1.974,4.332,0.539,31.05,164.884,0.3,MC,0.0008,3136.1246,616686.4727,physics
0.784,1.705,0.757,-6.86,63.522,0.3,SF,0.0004,4543.792,1174117.7231,physics
1.542,3.521,0.646,55.02,49.242,2.0,SF,0.0023,514.0934,214615.0244,physics
4.104,2.056,0.563,53.04,118.853,3.0,FS,0.029,70.3921,17244.8924,physics
3.447,2.818,1.222,36.17,141.965,7.0,SF,0.0394,288.1394,12689.4723,physics
4.177,0.485,0.966,91.18,134.923,3.0,TT,0.077,86.3566,6497.1527,physics
1.301,3.345,0.893,90.2,15.719,3.0,FS,0.0024,388.7264,210061.5654,physics
2.961,2.742,0.747,103.49,84.242,0.7,SS,0.0029,901.3957,172893.5424,physics
3.544,4.09,0.697,110.88,22.765,2.0,TT,0.0017,495.4442,290827.2147,physics
0.932,3.121,0.682,66.43,129.702,2.0,FF,0.0059,537.0642,84756.8417,physics
0.637,0.628,0.511,83.23,112.041,1.0,MC,0.0204,73.0714,24530.024,physics
1.199,1.964,0.549,72.13,138.397,0.3,TT,0.0019,1130.6656,261430.2865,physics
4.989,2.491,0.548,111.89,18.085,2.0,MC,0.0038,117.9395,130309.6819,physics
1.82,1.814,1.121,45.98,70.312,7.0,SS,0.0716,66.838,6982.9727,physics
3.643,2.344,0.379,-32.63,142.445,0.7,SS,0.0055,197.2079,90268.8253,physics
3.282,3.434,0.482,122.34,49.539,2.0,TT,0.0053,131.6312,93865.496,physics
0.901,2.865,0.762,-1.74,81.604,0.5,TT,0.0008,3382.0509,664364.047,physics
3.246,2.246,0.668,61.33,40.268,7.0,FS,0.0477,22.9538,10472.7641,physics
2.018,3.568,0.503,84.13,161.937,1.0,SS,0.0074,294.1718,68018.2276,physics
0.617,4.379,0.43,13.79,92.053,0.3,FF,0.001,951.2313,513924.2742,physics
2.695,3.25,0.607,60.87,117.814,0.7,FF,0.0013,1769.258,376933.7397,physics
4.246,3.144,0.807,76.49,60.192,2.0,FS,0.0042,559.898,119240.5078,physics
0.534,0.8,0.401,10.39,37.426,0.3,MC,0.0015,211.2813,332004.7713,physics
2.613,2.178,0.733,23.31,37.965,7.0,MC,0.0295,41.6239,16957.3466,physics
3.504,3.28,0.78,51.56,98.439,0.5,TT,0.0009,3604.0045,541619.4166,physics
1.655,2.337,0.682,19.24,2.907,7.0,TT,0.0057,37.7939,86999.1315,physics
4.098,4.825,0.778,41.67,137.255,5.0,SF,0.0177,258.7047,28187.0255,physics
2.505,0.551,0.363,85.57,59.126,0.7,FF,0.0073,57.6419,68297.1509,physics
2.744,0.966,0.752,82.52,153.418,5.0,FS,0.1682,26.7998,2973.1579,physics
0.672,0.704,0.683,95.84,74.005,0.5,SS,0.0071,250.8135,70538.6844,physics
2.786,4.95,0.394,96.96,150.518,0.7,FF,0.002,631.8268,249724.2039,physics
2.315,1.841,1.617,32.45,198.798,28.0,TT,0.6502,41.3174,768.9736,physics
4.076,3.001,0.693,77.27,126.921,5.0,TT,0.041,80.9726,12189.0766,physics
0.799,1.152,0.439,-30.21,70.812,0.3,FF,0.0008,866.4065,607882.8373,physics
2.749,1.72,0.653,7.74,54.201,0.3,FS,0.0007,1868.5852,713675.34,physics
0.782,3.788,0.897,-30.22,56.187,14.0,MC,0.0534,47.8687,9361.4431,physics
3.543,0.794,0.738,13.15,50.263,7.0,MC,0.0938,16.6213,5330.4487,physics
2.509,2.951,0.534,28.35,90.946,1.0,MC,0.002,724.4545,254706.5224,physics
2.086,3.787,1.067,104.76,91.484,14.0,SF,0.0786,73.15,6364.8469,physics
2.96,4.364,0.824,-24.63,194.458,2.0,MC,0.0036,1932.03,137957.1541,physics
4.269,4.009,0.599,119.74,165.145,2.0,SF,0.009,356.2352,55626.6531,physics
1.696,1.525,0.801,-18.45,170.632,3.0,FF,0.0141,399.3744,35403.0714,physics
0.344,3.187,1.637,-37.31,185.957,28.0,TT,0.77,33.35,649.3773,physics
2.348,4.96,0.534,124.29,181.972,0.7,MC,0.0029,941.0668,170333.4782,physics
0.896,4.674,0.651,68.01,50.827,3.0,FF,0.0056,227.5245,89772.9796,physics
0.373,3.184,1.086,84.61,86.417,7.0,SS,0.1843,29.4774,2712.3151,physics
0.125,2.463,0.73,-2.68,136.317,14.0,SS,2.1401,1.7492,233.6383,physics
3.515,4.113,1.788,29.68,27.303,28.0,SS,0.0791,79.9772,6318.1676,physics
1.989,3.694,0.556,11.7,176.317,5.0,TT,0.0408,70.2349,12249.5007,physics
3.894,3.803,0.467,123.84,29.428,1.0,FS,0.0015,301.3301,330300.2009,physics
0.161,3.303,0.539,79.2,125.988,0.3,TT,0.008,238.2438,62328.5774,physics
3.126,2.296,0.509,107.94,28.863,1.0,SS,0.0027,178.0611,182786.4004,physics
3.682,1.855,0.535,90.53,50.309,0.3,MC,0.0009,954.538,563032.0161,physics
1.331,3.065,1.083,7.01,188.315,14.0,SS,0.2415,47.4434,2070.1267,physics
1.123,3.094,0.604,24.64,129.588,3.0,TT,0.0137,182.2346,36626.4969,physics
2.003,1.319,0.624,-28.28,177.856,0.7,SS,0.0074,482.1377,67585.6861,physics
4.678,0.79,0.83,53.78,73.717,2.0,MC,0.0125,228.0566,40112.8641,physics
3.842,4.779,1.112,-37.25,14.439,7.0,FF,0.0025,697.116,198990.2176,physics
0.314,0.443,0.934,43.59,126.086,5.0,FS,0.1982,28.0196,2523.0174,physics
2.187,2.101,0.72,48.71,31.383,1.0,SS,0.0017,594.1667,299313.3893,physics
0.506,4.616,1.036,-14.36,66.023,3.0,FS,0.0093,427.7085,53650.7257,physics
1.634,2.272,1.222,-0.62,49.651,14.0,SF,0.0388,107.6487,12885.5544,physics
2.332,3.103,0.836,82.38,148.391,14.0,SS,0.3553,15.4545,1407.1193,physics
3.575,3.552,0.964,117.25,105.078,28.0,MC,0.5515,9.8202,906.5816,physics
0.935,0.766,0.93,4.35,177.397,3.0,SS,0.0727,107.1063,6874.5378,physics
4.059,1.469,0.432,77.53,115.754,2.0,SS,0.041,28.405,12209.3576,physics
2.341,1.897,0.565,53.54,74.17,0.7,FF,0.0015,861.0123,332990.2776,physics
4.484,3.419,0.719,82.23,1.511,14.0,SS,0.034,10.8397,14718.4209,physics
0.344,1.915,1.006,-10.47,192.108,5.0,SS,0.1382,71.6626,3617.4194,physics
4.039,3.613,0.632,-2.95,50.404,0.5,MC,0.0004,3118.8764,1244676.6555,physics
1.444,0.528,0.586,42.84,180.486,2.0,TT,0.0619,50.9258,8074.562,physics
4.045,4.91,1.025,-28.63,93.554,5.0,FF,0.0051,1108.9929,97750.7886,physics
1.717,2.832,0.504,-6.89,113.198,3.0,FF,0.0089,172.8551,56458.8178,physics
1.304,1.936,0.768,124.63,155.401,0.3,MC,0.002,2407.8697,254158.9678,physics
3.831,1.339,0.353,27.66,47.367,0.5,FF,0.0015,230.637,332306.81,physics
4.761,0.157,1.457,100.09,145.716,28.0,SS,15.3749,1.0607,32.5205,physics
2.705,1.305,0.771,-30.12,199.395,5.0,MC,0.0622,98.2956,8032.6707,physics
0.574,4.618,0.994,45.76,140.469,3.0,FF,0.0128,574.0941,39039.4507,physics
4.876,0.562,0.391,-17.97,164.173,0.7,SS,0.0278,47.5086,17969.4075,physics
2.891,2.26,0.765,-0.93,52.937,0.3,FF,0.0002,7582.9279,2115908.3265,physics
3.54,3.716,0.559,4.87,15.863,1.0,TT,0.0004,1047.1657,1216138.8886,physics
3.926,2.986,0.743,-12.88,93.745,7.0,SF,0.0326,88.916,15356.6547,physics
2.735,4.828,0.775,10.87,53.737,14.0,SS,0.0738,26.8298,6775.9419,physics
0.889,3.477,1.146,74.98,9.026,14.0,FF,0.0124,84.9562,40275.4099,physics
0.565,1.354,0.863,44.72,135.759,7.0,FF,0.0876,59.0231,5707.5625,physics
0.272,2.111,0.921,83.43,50.721,7.0,SF,0.0859,26.9358,5820.0748,physics
4.043,0.828,0.657,97.01,196.531,14.0,TT,1.3696,3.2207,365.0688,physics
4.14,1.955,0.847,66.37,116.882,5.0,FF,0.0298,152.2812,16752.9099,physics
0.226,0.463,1.191,33.17,26.63,14.0,FF,0.0915,21.4905,5461.5092,physics
0.328,2.386,0.751,54.69,164.515,14.0,SF,0.6221,7.6554,803.6875,physics
0.264,3.464,0.424,-4.57,38.243,0.7,FF,0.0021,190.2171,239111.526,physics
4.431,0.318,0.616,0.55,59.726,0.7,SF,0.0066,193.4514,75663.7933,physics
2.458,0.575,0.515,29.17,128.888,0.5,FS,0.0107,166.5624,46944.6402,physics
3.198,4.041,0.937,123.25,156.601,5.0,FF,0.0219,337.7959,22865.3859,physics
2.777,2.501,0.742,42.89,78.288,0.7,TT,0.0013,1791.9312,374997.3756,physics
1.676,1.212,1.696,88.46,12.66,28.0,SF,0.0833,29.8987,6003.5573,physics
1.864,2.982,0.45,-13.66,50.324,0.5,TT,0.0007,880.715,748148.4773,physics
2.724,3.988,0.905,86.07,189.613,3.0,FS,0.0167,490.7287,29893.9942,physics
1.851,4.22,0.823,-10.94,118.911,1.0,MC,0.0009,4942.9837,567062.9544,physics
4.58,0.287,0.75,116.35,113.158,2.0,FS,0.0975,34.8933,5126.6192,physics
4.203,4.08,1.034,49.45,35.936,5.0,SS,0.0109,242.1854,45962.7193,physics
0.394,3.068,0.662,38.87,67.015,14.0,FS,0.3408,4.6674,1467.0945,physics
4.055,1.803,0.598,92.4,173.775,5.0,SS,0.1909,17.1633,2619.6245,physics
0.841,3.568,0.942,-21.7,105.733,28.0,FF,0.2498,20.042,2001.6365,physics
1.943,4.718,0.887,-23.33,61.051,14.0,TT,0.0347,81.4498,14421.5181,physics
3.694,2.269,1.034,40.39,64.139,7.0,MC,0.0294,133.8928,16981.1218,physics
3.505,4.655,0.688,-3.17,118.201,0.5,TT,0.0007,4629.7632,744647.9386,physics
1.617,3.489,0.464,80.26,189.809,1.0,FS,0.0066,322.8283,75716.2979,physics
4.272,3.889,0.684,-9.96,64.325,1.0,FS,0.001,1793.6474,494832.7616,physics
3.241,0.655,0.773,14.64,16.484,5.0,FF,0.0137,49.6951,36537.7443,physics
0.939,4.444,0.444,76.98,128.181,2.0,FF,0.0095,142.607,52858.3049,physics
0.176,1.167,0.648,17.83,157.617,0.7,MC,0.0115,290.4816,43295.5381,physics
0.355,2.275,1.22,-12.55,83.39,28.0,SF,0.4721,13.8144,1059.1762,physics
2.785,0.642,0.64,102.57,130.543,2.0,MC,0.0471,59.1942,10621.1449,physics
0.914,0.507,0.965,8.66,64.425,5.0,SS,0.1037,29.9625,4822.819,physics
1.788,4.456,0.747,-27.62,188.425,14.0,SS,0.2007,27.5879,2490.8442,physics
3.019,3.126,0.641,-34.89,188.546,2.0,TT,0.0068,602.7084,73916.9326,physics
4.462,0.912,0.394,-6.08,38.807,0.3,MC,0.0013,285.0869,386896.4829,physics
3.644,3.69,0.464,6.45,48.272,0.5,SS,0.001,624.903,483028.6958,physics
2.91,4.223,0.477,19.54,86.094,1.0,FF,0.0011,1032.2246,464878.6565,physics
2.464,0.62,0.439,65.3,195.434,0.3,SF,0.0086,224.8962,58230.0988,physics
1.625,2.078,0.943,69.07,19.136,14.0,FS,0.0505,22.1229,9910.3796,physics
1.022,4.445,0.585,33.55,53.396,1.0,SF,0.0011,953.9599,448113.8724,physics
1.224,1.453,0.534,84.12,133.826,3.0,SS,0.0748,26.3285,6683.823,physics
4.064,2.158,0.778,-2.46,13.136,2.0,SF,0.001,734.6977,524043.9641,physics
2.163,2.747,0.723,38.35,176.449,0.5,SF,0.0016,3059.5924,317480.9377,physics
0.505,4.528,0.893,42.85,180.191,3.0,FS,0.0371,202.607,13492.68,physics
0.84,4.754,0.543,116.6,34.266,0.3,TT,0.0006,1092.4219,856052.1095,physics
0.736,2.203,1.044,31.84,199.457,5.0,MC,0.0447,249.1135,11193.2305,physics
4.19,1.401,1.196,110.84,14.335,7.0,SF,0.0172,97.0984,29078.0338,physics
2.059,1.732,0.469,35.6,174.82,0.5,MC,0.0043,465.7927,117041.2516,physics
2.987,3.941,0.398,-15.31,113.752,0.3,FS,0.0009,1102.2486,557051.5998,physics
4.634,2.879,0.711,7.21,107.591,14.0,FF,0.0932,32.4691,5365.9327,physics
1.409,3.326,0.686,38.05,35.268,1.0,SF,0.0006,1749.2806,866509.0106,physics
3.137,3.452,0.891,25.31,175.913,7.0,MC,0.0519,142.5906,9629.088,physics
0.361,2.455,0.648,21.45,68.235,5.0,FF,0.035,43.6203,14274.7797,physics
1.488,2.534,0.883,-23.79,173.911,3.0,TT,0.0116,608.5739,43268.7401,physics
4.874,2.299,0.954,4.45,83.938,3.0,MC,0.0061,715.3225,82303.1414,physics
1.037,1.175,1.144,82.26,152.139,14.0,FF,0.2635,38.6737,1897.8628,physics
2.635,0.921,1.111,43.62,27.994,28.0,FS,0.4194,4.9628,1192.2103,physics
0.261,1.085,0.708,98.1,50.649,0.3,SF,0.0014,967.9152,365585.5374,physics
4.6,3.567,1.074,95.88,101.52,28.0,MC,0.4618,14.3236,1082.8146,physics
3.444,1.323,0.943,33.61,192.144,14.0,SF,0.3683,24.1215,1357.4703,physics
2.811,1.82,0.71,2.68,166.343,0.3,SS,0.0024,1856.8802,211935.4521,physics
0.254,0.391,0.97,88.67,43.649,3.0,TT,0.0295,71.2226,16938.6931,physics
3.427,1.455,0.725,-36.69,156.28,5.0,MC,0.0567,76.0324,8812.3058,physics
2.434,0.792,0.973,92.14,45.53,28.0,FS,1.0373,2.315,482.0222,physics
3.598,3.59,0.651,107.75,170.466,3.0,SF,0.0176,218.8727,28368.8363,physics
1.185,1.615,0.786,62.9,117.313,3.0,SS,0.0368,102.2977,13592.0357,physics
4.997,4.837,0.711,52.64,119.161,0.5,FF,0.0006,6040.0547,884999.1788,physics
3.46,2.486,0.685,5.62,65.702,3.0,FF,0.005,355.5986,100665.0642,physics
3.322,4.768,0.858,-8.92,103.941,3.0,TT,0.0045,963.1406,111844.0731,physics
4.05,4.041,1.4,68.99,136.47,28.0,MC,0.2836,51.6693,1763.2431,physics
3.318,4.988,1.059,29.06,78.267,28.0,SS,0.2894,17.7598,1727.8548,physics
3.575,2.924,0.432,79.88,45.25,0.3,FS,0.0008,652.7705,627712.977,physics
4.544,3.409,0.568,99.49,168.287,0.7,FS,0.0041,704.147,120515.1873,physics
1.554,2.433,1.095,79.66,112.247,7.0,TT,0.0579,122.8647,8634.7872,physics
3.314,1.228,0.512,103.79,84.674,2.0,FF,0.0132,91.4349,37915.5189,physics
1.392,1.576,0.826,37.64,173.412,2.0,FS,0.0169,359.1147,29537.8094,physics
4.728,0.495,0.732,42.58,173.632,0.3,SF,0.0053,923.8541,94709.6294,physics
1.576,0.412,0.717,-17.33,40.859,0.5,SF,0.0019,601.3538,265474.2493,physics
4.477,4.935,0.412,102.3,36.891,0.3,SS,0.0007,619.5129,701084.5981,physics
1.743,4.935,0.485,-30.43,90.959,0.7,TT,0.0008,1450.8793,606374.5435,physics
2.932,0.918,1.121,88.66,26.752,7.0,SF,0.0362,57.2794,13830.9827,physics
2.089,4.832,0.592,-33.78,40.683,1.0,FF,0.0003,3052.7923,1680447.4629,physics
4.473,3.821,1.331,-37.04,1.821,28.0,MC,0.0182,74.049,27524.1678,physics
1.224,4.403,0.672,-23.05,101.164,5.0,FF,0.0118,210.8745,42362.3172,physics
0.439,0.372,1.219,35.23,104.537,7.0,FS,0.3013,26.0973,1659.2901,physics
2.236,3.481,0.467,124.36,98.546,2.0,TT,0.0098,120.4352,51246.9473,physics
4.747,4.603,0.892,-2.31,145.707,7.0,TT,0.0342,186.8188,14604.1183,physics
3.702,3.01,0.593,20.49,130.458,5.0,SS,0.064,38.8088,7811.9445,physics
4.398,1.391,0.667,-31.98,198.941,1.0,MC,0.0065,711.4696,76785.4413,physics
3.309,0.246,1.064,28.77,76.67,14.0,FS,1.0274,4.5398,486.6735,physics
2.435,0.893,0.882,64.0,60.922,3.0,MC,0.0208,124.0357,24054.4397,physics
3.353,1.459,1.013,-17.37,166.3,14.0,SS,0.4215,21.1862,1186.1771,physics
3.628,0.721,0.399,-22.47,40.531,0.5,TT,0.0024,156.3312,206561.2447,physics
4.178,4.87,0.697,27.61,32.914,3.0,FS,0.0032,357.3374,154871.8111,physics
4.563,3.488,0.557,-1.31,3.537,0.7,SS,0.0003,775.261,1513472.3796,physics
4.196,3.395,0.739,-25.14,102.829,14.0,MC,0.0903,34.8054,5538.958,physics
4.535,3.275,0.924,121.25,53.561,14.0,SS,0.1498,18.8491,3337.658,physics
4.088,4.39,1.161,19.44,135.677,14.0,SF,0.0628,160.3541,7966.0562,physics
0.584,3.827,0.678,100.58,133.008,14.0,TT,0.4674,6.8901,1069.7397,physics
1.865,2.273,0.711,104.95,19.497,2.0,FF,0.0015,451.1392,341074.3822,physics
0.676,2.091,0.924,97.89,138.291,7.0,SF,0.0957,63.6868,5225.5269,physics
3.286,4.015,0.457,74.87,12.671,1.0,TT,0.0006,441.4141,864934.16,physics
2.15,3.015,1.131,71.93,37.071,14.0,SF,0.0365,79.4884,13689.2518,physics
3.103,4.333,0.84,80.0,178.461,2.0,SF,0.0054,1245.9899,92723.4551,physics
0.671,2.145,0.37,3.17,63.533,0.7,MC,0.0023,200.8792,215561.3382,physics
3.866,2.947,0.593,121.35,134.299,0.5,FF,0.0016,1602.2723,313637.5803,physics
2.673,3.548,0.391,69.18,50.467,0.5,FF,0.0007,684.0834,739707.1121,physics
0.845,4.158,0.846,61.13,3.317,1.0,TT,0.0002,1752.9866,2152458.3387,physics
4.262,4.282,0.724,-27.65,98.838,0.5,TT,0.0005,5723.4288,969655.499,physics
4.854,0.394,0.511,66.15,81.252,2.0,TT,0.0517,22.6467,9667.7913,physics
2.36,4.036,0.919,101.34,89.967,14.0,SS,0.1714,24.7005,2916.678,physics
3.757,0.236,0.523,-34.09,110.271,0.7,SS,0.0303,52.6541,16494.462,physics
4.82,3.242,0.733,52.78,131.265,0.3,SF,0.0007,5792.648,747367.6616,physics
1.893,0.413,0.511,34.99,112.47,2.0,FS,0.0672,22.5698,7439.3093,physics
2.429,3.337,0.658,-21.19,152.105,0.3,TT,0.0007,5306.0248,759317.4684,physics
1.786,4.175,1.764,8.18,104.875,28.0,MC,0.142,125.4048,3520.3404,physics
0.343,0.946,0.734,78.28,144.59,14.0,SS,1.2176,3.2448,410.6438,physics
3.101,1.06,1.012,24.83,91.952,3.0,TT,0.0172,293.3807,29036.3429,physics
0.646,2.16,0.863,98.18,118.173,2.0,SF,0.0087,523.13,57248.2721,physics
3.333,4.788,0.408,42.31,106.543,0.7,SS,0.003,334.5755,168010.2636,physics
4.684,4.218,0.558,43.87,184.311,0.5,TT,0.0018,1758.9373,284367.7969,physics
0.967,4.104,0.395,68.49,121.626,0.3,FF,0.0011,889.502,439224.1976,physics
4.421,2.181,0.612,74.27,50.4,0.5,SF,0.0009,1250.8488,547138.2192,physics
4.856,2.346,0.467,28.1,140.303,2.0,MC,0.0142,116.2924,35102.2878,physics
1.579,3.552,0.72,77.46,187.167,0.5,MC,0.0021,2458.8269,242694.5915,physics
1.1,3.177,0.66,16.97,134.802,5.0,MC,0.0382,80.6995,13074.6826,physics
2.579,3.517,0.843,-20.96,71.095,7.0,SF,0.0179,160.3701,27888.2746,physics
2.905,3.386,0.53,83.4,168.436,0.3,FF,0.001,2520.3342,502446.0005,physics
4.065,2.685,0.413,-16.02,134.381,1.0,TT,0.0036,343.0707,138465.9846,physics
3.781,0.931,0.658,1.34,168.037,3.0,MC,0.0517,73.4716,9662.0417,physics
1.116,2.775,0.697,34.68,123.606,3.0,MC,0.0143,221.2173,35061.0105,physics
4.34,3.751,0.591,-0.8,157.077,0.5,MC,0.0014,2159.2833,363405.8376,physics
3.502,0.378,0.71,28.73,157.834,3.0,MC,0.1228,33.6865,4072.5472,physics
4.833,0.411,0.772,-6.49,173.901,2.0,SF,0.0389,139.8246,12865.8996,physics
4.568,3.567,0.856,84.59,109.776,5.0,FS,0.0311,144.6923,16069.3841,physics
3.908,4.827,0.662,-10.72,136.849,5.0,TT,0.0189,175.1809,26485.6242,physics
3.707,0.729,0.674,6.05,53.584,7.0,TT,0.1131,12.1952,4420.2695,physics
4.249,0.177,0.551,114.69,8.948,0.3,FF,0.0019,130.4888,267287.8882,physics
0.368,4.672,0.615,69.21,98.62,0.3,FS,0.0029,694.9539,172136.1463,physics
1.867,3.953,0.487,-3.71,37.59,0.5,SS,0.0007,818.1985,734503.6494,physics
0.898,2.784,0.523,17.65,176.796,0.5,MC,0.0026,971.7176,194414.4642,physics
1.736,1.574,0.875,62.02,95.497,2.0,FS,0.0101,380.6875,49312.7417,physics
0.68,1.828,1.04,65.97,183.803,28.0,TT,1.146,8.8648,436.3168,physics
3.451,1.707,1.716,115.92,77.789,28.0,FS,0.4627,27.3963,1080.5631,physics
0.241,2.657,0.924,44.86,102.238,3.0,SF,0.0296,154.2057,16894.5534,physics
1.567,3.31,1.12,-26.41,20.095,28.0,FS,0.066,26.5803,7580.2083,physics
0.156,0.468,0.638,87.64,173.125,0.5,SF,0.0132,268.1884,37837.6136,physics
1.123,4.169,1.177,82.33,87.612,14.0,SS,0.1523,43.7133,3282.1468,physics
0.236,3.627,0.673,-27.91,36.42,7.0,FF,0.0479,20.1592,10437.011,physics
0.464,4.135,0.742,27.26,90.774,0.5,SF,0.0016,1651.5558,305520.5838,physics
1.664,2.039,0.459,-39.03,144.337,1.0,SS,0.0066,240.8146,76047.7774,physics
0.342,4.264,0.504,42.97,58.677,0.3,MC,0.0018,476.2662,283656.1477,physics
3.08,1.515,1.01,22.93,164.602,3.0,SS,0.0356,246.2039,14031.6003,physics
0.883,1.216,0.671,91.47,170.044,0.7,FF,0.005,784.0447,100410.8455,physics
1.575,4.452,1.229,103.08,129.94,7.0,SS,0.0631,167.2766,7930.1972,physics
4.389,0.836,0.368,54.5,79.422,0.5,FS,0.0076,78.3109,65830.2897,physics
1.607,3.779,1.192,16.74,83.118,14.0,MC,0.0569,114.6924,8793.3174,physics
0.815,1.042,0.615,1.7,23.81,0.5,MC,0.0006,846.0911,834627.7867,physics
4.279,4.279,0.751,124.06,92.792,0.3,FS,0.0007,4205.1469,699543.9144,physics
1.538,0.477,0.709,79.72,97.951,14.0,FF,0.6733,3.7777,742.6157,physics
0.746,3.329,0.45,62.22,180.124,2.0,FF,0.015,125.8231,33282.2727,physics
2.319,3.139,0.481,56.39,113.545,0.7,FF,0.0016,867.6904,306552.9704,physics
4.798,0.968,0.557,89.63,142.728,2.0,MC,0.0432,54.5452,11565.0295,physics
1.47,1.894,0.74,14.71,96.511,1.0,SF,0.002,1405.4889,251799.0646,physics
3.901,2.512,0.454,66.52,17.313,2.0,FF,0.0019,152.4452,267517.753,physics
4.47,1.103,1.09,63.39,145.758,7.0,SS,0.2664,34.5002,1876.5912,physics
3.202,4.091,0.599,86.92,43.339,0.5,SS,0.001,1019.9235,515979.1811,physics
1.392,4.486,0.582,67.89,30.578,0.5,SF,0.0003,1976.6753,1457092.5159,physics
4.47,3.01,0.971,-17.91,100.724,5.0,SS,0.0253,210.2441,19772.5627,physics
1.896,0.201,0.519,119.06,196.389,1.0,MC,0.1061,25.365,4713.8386,physics
